headline,label,
SAP and SuccessFactors Recognized at 2012 Ventana Research Leadership and Technology Innovation Awards,Award,
"SAP Ranked Leader in Business Intelligence Tools Market, Outpaces Market Growth for Financial Performance and Strategy Management Applications",Award,
SAP Simplifies Cloud Adoption With New SAP Best Practices Packages for SuccessFactors HCM Suite,Partnership,
SAP and Consumer Products Companies Co-innovate Trade Claims Solution,Partnership,
SAP and Business Objects Unveil First Joint Offerings,Partnership,
SAP Simplifies the Future of Learning with Streamlined SAP Learning Hub,Partnership,
Sybase Brings â€˜Intelligence For Everyoneâ€?To The Enterprise,Story,
SAP Names Christian Klein to Executive Board to Lead Global Business Operations,People,
Two New Members to Join the Executive Board of SAP SE,People,
SAP Introduces Its New Chief Security Officer,People,
SAP Launches New SAP S/4HANA Service Packages,Story,
New SAP Solution Helps Businesses Take Project Operations to the Next Level,Partnership,
"Employee Experience Becomes a Top Priority for HR Leaders, Highlighting Challenges â€?Study",Story,
SAP Named a Leader in â€œServices Providers for Next-Generation SAP Productsâ€?in Report by Independent Research Firm,Award,
Independent Study Finds Hybrid Cloud Analytics and BI Strategies Will Grow Revenue 15 Percent for Enterprise Businesses,Partnership,
SAP and Mercedes-Benz EQ Formula E Team Power Up Their Business Performance Partnership,Partnership,
SAP Announces Leadership Appointments in North America,Award,
SAP to Release Fourth Quarter and Year-End 2019 Results,Financials,
"NTT DATA Services Digitally Transforms Procurement, Drives US$125M in Value with Procurement Solutions from SAP",Story,
SAP Named a Self-Service Business Intelligence Leader by Independent Research Firm,Award,
SAP AG: Agreement on friendly takeover of Business Objects S.A. by SAP AG / Offer price 42.00 EUR per share (Ad Hoc News),Solution,
SAP Expands Cloud Solution Offerings,Solution,
SAP Names First Chief Partner Officer,People,
"New Release of SAP Data Hub Accelerates Trusted Data Discovery, Orchestration and Delivery to Empower Intelligent Enterprises",Partnership,
Microsoft and SAP Join Forces to Give Customers a Trusted Path to Digital Transformation in the Cloud,Partnership,
SAP Announces Fourth Quarter and Full Year Results 2013,Financials,
SAP and DNV GL Partner to Deliver an Oil and Gas Industry Cloud Solution Designed to Combat Corrosion,Partnership,
SAP Study Finds Overwhelming Interest in Industry Digital Transformation Efforts,Story,
"SAP Completes Tender Offer for Shares of Sybase, Inc.",Financials,
SAP to Release First Quarter 2016 Earnings,Financials,
National Hockey League Selects SAP to Transform Hockey from the Back Office to the Ice,Story,
SAP Store and SAP App Center Merged into One Marketplace for SAP and Partner Solutions,Solution,
Thomas Jefferson University Elevates Employee and Patient Experience with SAP SuccessFactors Solutions,Story,
SAP Continues to Expand Capabilities and Scale of SAP HANA Platform and Ease Developer Adoption,Partnership,
SAP and Microsoft Usher in New Era of Partnership to Accelerate Digital Transformation in the Cloud,Partnership,
SAP Announces Preliminary First Quarter 2016 Results,Financials,
Chief Innovation Officer Juergen Mueller to Join SAP SE Board,People,
SAP Positioned as a Leader in SaaS Human Resource Management Systems Report,Award,
SAP Recommends Dividend Increase,Financials,
SAP and Vivanda Serve Up FlavorPrint Technology,Partnership,
SAP and Karlie Kloss: Partnering to Maximize the Power of Experience to Inspire Young Women in STEAM,Partnership,
SAP.iO Foundry Singapore Kicks Off Accelerator Program Focused on the Energy and Natural Resources Industries in Australia and New Zealand,Story,
"SAP Drives Customer and Partner Success with SAP App Center Enhancements, New SAP Endorsed Apps Initiative",Partnership,
SAP Continues Strong Growth in North America in Fourth Quarter of 2014,Financials,
"SAP Named Mobile Market Leader by IDC for 12th Consecutive Year, Continued Leadership Demonstrated in Mobile Enterprise Management Software Market",Award,
SAP Rapid Deployment Solutions Help Customers Innovate in the Cloud,Partnership,
"With SAP Hybris Commerce, Arsenal Football Club Transforms Online Shopping for Fans",Story,
SAP Named a Leader in SAP Services Providers Report by Independent Research Firm,Award,
SAP Recognized as a Leader in Gartnerâ€™s Magic Quadrant for Sales Performance Management for the Seventh Consecutive Year,Award,
SAP and Accenture Launch Upstream Oil and Gas Solution to Help Streamline Processes and Costs,Partnership,
Consumer Products Companies Predict and Maximize Promotion Results With SAP Trade Promotion Optimization Application,Partnership,
"SAP Helps Customers Apply BYOD Trends to Mobile Device, App and Content Protection",Partnership,
SAP Announces First Quarter 2015 Results,Financials,
Valley Bank Digitally Transforms Financial Systems with SAP and EY,Partnership,
SAP Supervisory Board Approves Agenda for 2018 Annual General Meeting of Shareholders with Planned Say-on-Pay Vote and Election of New Shareholdersâ€?Representatives,Financials,
SAP Honors Tec de Monterrey with Klaus Tschira HR Innovation Award,Award,
New Solutions from Accenture and SAP to Help Oil and Gas Companies Achieve Benefits Across the Hydrocarbon Value Chain,Partnership,
"SAP SuccessFactors Solutions Recognized as a Leader in the IDC MarketScapes for Worldwide Integrated Talent Management, Performance, Learning and Compensation",Award,
SAP and SuccessFactors Accelerate Unified Product Direction,Partnership,
SAP Announces Strong Preliminary Fourth Quarter and Full Year Results 2013,Financials,
SAP Announces Best Ever Second Quarter Performance â€?Exceeding â‚? Billion in Software Revenue,Financials,
"SAP Solutions Transform the Worldâ€™s Largest Sailing Event, 2013 Kieler Woche",Story,
SAP and Sybase Launch Next Wave of Mobile Apps That Transform Key Industries and Lines of Business,Partnership,
SAP Audit Management powered by SAP HANA Drives Increased Value and Insights for Internal Audit Teams,Solution,
SAP Realigns Executive Board Responsibilities,People,
Independent Report Positions SAP as a Leader in Enterprise Data Virtualization,Award,
Super Bowl 50 Host Committee and SAP Unveil Volunteer Team App,Partnership,
Leading Companies Turn to SAP for Network and Spend Management,Partnership,
SAP Enterprise Support Academy Integrated into SAP Learning Hub to Deliver Seamless Learning and Enablement Experience for SAP Users,Partnership,
Utilities Providers Select SAP Software to Drive Convenience and Personalization for Customers,Story,
SAP Recommends Dividend Increase of 83% to â‚?.10 per Share After Record Year,Financials,
SAP Positioned as a Leader in Magic Quadrant for International Retail Core Banking 2012,Award,
SAP Empowers Businesses to Deliver Personalized Customer Experiences,Partnership,
SAP Helps Finance Leaders Run Best-in-Class Close and Reporting Processes,Award,
SAP and Nan Shan Life Build Best Practice Solutions for the Insurance Industry in Taiwan,Partnership,
BDO Proposed as Auditor for 2023,Financials,
SAP Announces Third Quarter and Nine Months 2015 Results,Financials,
dormakaba and SAP Set to Transform Access Control,Partnership,
SAP Completes Acquisition of Emarsys,Merger/Invest,
SAP Helps Businesses More Efficiently Import Into China,Story,
SAP Recognized as a Leader in the Gartner 2020 Magic Quadrant for Procure-to-Pay Suites,Award,
IDC MarketScape Names SAP a Leader for Worldwide Industrial IoT Platforms and Applications in Manufacturing,Award,
SAP to Demonstrate How to â€œConnect with Purposeâ€?at SAP Customer Experience LIVE,Story,
Innovation for SAP HANA Empowers Customers in Todayâ€™s Digital Economy,Partnership,
SAP Positioned as a Leader in 2013 Gartner Business Intelligence and Analytics Magic Quadrant,Award,
"SAP Future Cities Helps Urban Leaders Innovate for Safe, Prosperous and Responsive 21st Century Communities",Award,
SAP Lands New Customers Looking to Embrace HR Transformation,Story,
SAP Drives IoT Innovation with Partners in SAP Asset Intelligence Network,Merger/Invest,
SAP SuccessFactors Recruiting Recognized as a Leader in the IDC MarketScape for Worldwide Talent Acquisition,Award,
Independent Research Firm Names SAP a Leader in Retail Planning,Award,
SAP Again a Leader in Latest Gartner Magic Quadrant for Corporate Performance Management Suites,Award,
SAP Recommends Dividend Increase (2006),Financials,
SAP Simplifies Work and Empowers the Mobile Workforce,Story,
SAP to Announce First Quarter 2013 Earnings,Financials,
SAP Recognized as a Leader in Gartnerâ€™s 2020 Magic Quadrant for Digital Commerce,Award,
IBERIABANK Improves Planning And Forecasting With Enterprise Performance Management Solution From SAP,Solution,
SAP Announces First Quarter 2020 Results,Financials,
SAP Positioned as Overall Leader for Access Control and Governance by KuppingerCole,Award,
SAP and the European Space Agency Name First App Camp Winner,Partnership,
SAP and Partners Set New Record for Worldâ€™s Largest Data Warehouse,Partnership,
IBM and SAP Ink Agreement to Develop Their First Joint Software Product,Partnership,
SAP Helps Redefine the Art of the Possible in Analytics,Partnership,
Doosan Unifies Global HR Experience with SAP SuccessFactors Solutions,Story,
"SAP Recognized as a Market Leader by Gartner, Inc. in Operational Database Management Systems Magic Quadrant",Award,
Penn State University Optimizes Business Processes with SAP and LSI,Partnership,
New SAP Fieldglass Assignment Management Solution Simplifies External Workforce Management for Asset-Intensive Industries,Solution,
SAP Positioned as Leader in Leading Industry Analyst Firmâ€™s 2012 Data Quality Tools Magic Quadrant,Award,
SAP Announces Availability of 2012 Annual Report and U.S. Securities and Exchange Commission Filing of Annual Report on Form 20-F,Financials,
SAP Mobile Banking Solution Recognized by Juniper Research for Future Mobile Award,Award,
SAP Announces SAP.iO Fund to Drive Startup Innovation,Story,
SAP Joins Open Manufacturing Platform to Assist Customers with Digital Transformation,Partnership,
SAP Introduces Business Integrity Screening Solution to Reduce Risks in Financial Transactions,Solution,
SAP Harnesses the Power of Sports to Inspire and Transform the Lives of Underserved Youth in Brazil through Partnership with Inter Campus,Story,
SAP Acquires SmartOps to Help Customers Optimize Inventory and Service Levels in Supply Chain,Partnership,
SAP Announces Third Quarter and Nine Months 2009 Results,Financials,
SAP Wins Top Spot in Prestigious Startup Europe Partnership Awards,Award,
"SAP Precision Retailing Solution Helps Merchants Deliver Real-Time, Personalized Offers to Consumers Everywhere",Solution,
Independent Study for SAP Finds Social Collaboration Key to Driving Business and Lowering Costs,Partnership,
Palantir and SAP Boost Public Safety With Intelligence Analysis,Partnership,
SAP Annual General Meeting of Shareholders Approves All Agenda Items,Financials,
SAP Appoints Juergen Mueller as Chief Innovation Officer,People,
SAP Positioned in Leaderâ€™s Quadrant of 2015 Magic Quadrant for Sales and Operations Planning Systems of Differentiation in Latest Gartner Report,Award,
"SAP.iO Foundry New York Launches Accelerator Program for Women and Diverse Entrepreneurs Focused on Retail, Manufacturing and Automotive Technology",Story,
"Cabelaâ€™s Inc. Selects SAP to Support Retail Expansion, Increase Customer Service",Story,
SAP Study: Social Collaboration Measurably Improves Business Value and Helps Recover Sunk Costs,Partnership,
Revlon Selects SAP Software to Drive E-Commerce Acceleration,Story,
SAP and Columbia University School of International and Public Affairs Join to Improve Diversity in Cybersecurity,Partnership,
SAP Customer Usha International Improves Profit Margins With the SAP HANA Platform,Partnership,
We Did It Again: SAP SuccessFactors Solutions Named a Leader in Gartnerâ€™s 2017 Magic Quadrant for Talent Management Suites,Award,
Industry Analyst Firms Name SAP a Leader in Transportation and Warehouse Management Systems,Award,
SAP Welcomes Mutual Resolution of Past Export Control Challenges with U.S. Authorities,Story,
SAP and KUKA Cooperate to Design the Factory of the Future,Partnership,
SAP Lowers Cost of Test and Demo Environment for Partners and Enhances Real-Time Partner Dashboard to Boost Partner Success,Partnership,
SAP Helps Companies Prevent Costly Accidents With Enhanced Incident Management Solution,Story,
SAP Positioned as a Leader in 2015 Gartner Magic Quadrant for Horizontal Portals,Award,
SAP Training and Adoption Enhances Digital Learning to Foster People and Business Success,Partnership,
SAP Mobility Design Center Goes Global to Help Customers Worldwide Create Consumer-Grade Apps,Partnership,
Enhanced Release of SAP Digital for Customer Engagement Helps Anyone Go Beyond CRM,Story,
SAP Announces Second Quarter and First Half 2009 Results,Financials,
Companies Continue to Digitalize Spend Management with SAP,Story,
SAP Announces Preliminary 2006 Fourth Quarter and Year-End Results,Financials,
SAP Executive Board Recommends Increased Dividend After Record Year Including Special Dividend,Financials,
SAP Announces Winners of the Sixth Annual SAP Innovation Awards,Award,
ABeam Consulting Completes Global External Workforce Management Transformation with SAP Fieldglass Solutions,Story,
Businesses Turn to Dell and SAP to Access Critical Data in Seconds for Real Competitive Advantage,Partnership,
"Essar Group Seeks Real-Time Business Insight With SAP HANA, Mobility and Business Intelligence Solutions from SAP",Partnership,
SAP and Samsung Expand Partnership to Make Android Devices Enterprise-Secure for Millions of Mobile Users,Partnership,
SAP to Announce Results for Third Quarter of 2020,Financials,
First Mobile Application for SAP Business ByDesign Solution Available on Apple iTunes Store,Solution,
SAP Named a Leader in 2021 Gartner Magic Quadrant for Digital Commerce,Award,
SAP Launches Customer Initiative Focused on the Intelligent Supply Chain for Assets,Partnership,
SAP and Philips Team Up to Make Cities Smarter with SAP HANA,Partnership,
SAP PartnerEdge Program for Application Development Opens Doors for Partner Innovation,Partnership,
SAP Announces First Quarter 2018 Results,Financials,
SAP Makes HR Talent Reviews More Dynamic With Presentations,Story,
SAP Survey Reveals Big Data-Driven Customer Insight and Real-Time Offers to Open New Revenue Opportunities for Operators,Partnership,
SAP CRM Rapid-Deployment Solution for Citizen Contact Center Helps Cities Run Better Than Ever,Solution,
Educational Nonprofit NAF Chooses SAP SuccessFactors Solutions to Help Drive Student Success,Story,
SAP Cloud Platform Helps HR Leaders Connect and Extend SAP SuccessFactors Solutions,Award,
Leading Companies to Share Stories of How Spend Management Helps Their Businesses Thrive at SAPâ€™s â€œProcurement Reimaginedâ€?Story,,
"SAP and RheinEnergie Successfully Complete Pilot Project With 30,000 Smart Meters for Cologne",Partnership,
GE Digital and SAP Partner to Advance Industrial Internet of Things (IoT),Partnership,
SAP Achieves Commitment to Increase Women in Leadership Positions,Award,
General Mills Achieves Financial Excellence With SAP,Story,
SAP Enables Retailers to Enhance the Consumer Experience With BILT Mobile App,Partnership,
SAP Recommends a Dividend of â‚?.15 per Share â€?Year-Over-Year Increase of 5%,Financials,
SAP Recognized by Top Research Firms as a Leader in Supply Chain Management,Award,
SAP and Partners Seek Guinness World Record for the Longest Electric Vehicle Parade,Partnership,
Accenture and SAP Announce New Upstream Operations Management Solution to Simplify Monitoring and Managing Production for Oil and Gas Companies,Partnership,
SAP to Announce Third Quarter 2015 Earnings,Financials,
SAP HANA Named a Leader in â€œMultimodel Data Platformsâ€?by Independent Research Firm,Award,
SAP Aligns New Solutions With â€œIndustry 4.0â€?Innovation to Steer Customers Through Improved Production Process,Partnership,
SAP Leads Global Market Shift to Cloud Analytics with Acquisition of Roambi,Merger/Invest,
"SAP Litmos Training Now Available on SAP Store â€?Expands Accessibility of Learning Solution, Empowers Remote Workforces",Story,
Press Conference: SAP to Announce Second Quarter 2017 Earnings,Financials,
SAP Reports Best Ever Full-Year and Fourth Quarter â€?Full-Year 2011 Software Revenue Increases 25% At Constant Currencies to â‚? Billion,Financials,
New Survey from Knowledge@Wharton and SAP Finds the Vast Majority of Workplaces Impacted by Widespread Complexity,Partnership,
SAP Showcases Big Data Solutions Leveraging the SAP HANA Platform,Partnership,
"SAP Announces Cloud-Based Time Tracking Solution to Simplify HR Processes, Enhance Employee Experience",Solution,
Aeroflot and SAP Move to Second Stage of Strategic SAP Implementation,Partnership,
SAP Sets Course for the Future with Next-Generation Leadership Team,Award,
SAP and Lenovo Plan to Bring Advanced Solutions to the New Digital Economy,Partnership,
SAP Named a Leader for IT Education in IDC MarketScape,Award,
"SAP Offers Deep Sales, Service and Marketing Intelligence for Better Customer Engagement in the Cloud",Partnership,
SAP and Siemens Financial Services Make Financing SAPÂ® Solutions Easier and More Affordable,Partnership,
Latest Version of SAP Transportation Management Released Early to Deliver Better Service at Lower Logistics Cost,Story,
"SAP Announces Collaboration with Centrica on Energy Internet of Things, powered by SAP Leonardo and Panoramic Power",Solution,
SAP and UNIDO Join Forces to Enable UN Sustainable Development Goals with Innovative Technologies,Partnership,
SAP Simplifies Adoption and Consumption of SAP Fiori with Planned New SAP HANA Cloud Platform Services,Partnership,
SAP Study Reveals Key Traits of Machine Learning Leaders,Award,
SAP Connected Health New Leadership,Award,
"Survey by SAP and Harris Interactive Finds Brazil, China, Germany and India Most Ready for M2M Technology to Drive Connected, Smarter Cities",Partnership,
SAP.iO Launches First Accelerator in Singapore,Story,
FC Bayern Implements SAP SuccessFactors Employee Central to Improve Digital HR Capabilities,Story,
"SAP Empowers Customers to Navigate Changing Business Landscape With New Commerce, Connectivity and Digital-Transformation Offerings",Partnership,
SAP Announces Second Quarter and First Half Results 2013,Financials,
Chinese Businesses Embrace SAP SuccessFactors Solutions for the Digital Workforce,Story,
IDC MarketScape Names SAP a Leader in Three 2020 ERP Vendor Assessment Reports,Award,
SAP and Samsung Collaborate to Securely Scale Android Enterprise Deployments,Partnership,
SAP HANA Vora Now Available to Bring Contextual Analytics Across All Enterprise and Big Data Systems,Partnership,
SAP Introduces Machine Learning to Optimize the Shopping Experience,Story,
SAP and EMC Team With MetLife Stadium,Partnership,
SAP and Hasso Plattner Ventures Announce Joint Strategic Investment in RIB Software,Partnership,
SAP and SuccessFactors Introduce Next Generation of Intelligent HCM Software,Partnership,
SAP and Esri Deliver First-Ever Database as a Service to ArcGIS Customers,Partnership,
SAP.iO Kicks Off Retail Technology Focused Program in New York,Story,
Taking Action Toward Social Justice,Story,
SAP Announces Record Third Quarter Results Exceeds â‚? Billion In Third Quarter Software Revenue,Financials,
Global Companies Transform HR With SAP,Story,
"Accenture and SAP Redesign Fashion Management, Helping Retailers Accelerate Visibility and Integration Across Retail and Wholesale Channels",Partnership,
"SAP Named a Leader by IDC MarketScape for Sales, Operations Planning and Integrated Supply Chain Execution, Fulfillment",Award,
Staffing Industry Analysts Names SAP Fieldglass President to List of Top Leaders in Workforce Solutions,Award,
Action Selects SAP SuccessFactors Solutions to Support Rapid Retail Growth,Partnership,
SAP Welcomes Equestrian Champion Ingrid Klimke as Advisor for Equestrian Sports Solutions,Story,
SAP to Release Fourth Quarter and Year-End 2018 Results,Financials,
The Energizer Bunny Taps SAP Software to Power Finance Transformation,Story,
SAP Positioned as a Leader in Gartner 2020 Magic Quadrant for Enterprise Integration Platform-as-a-Service,Award,
SAP and First Data Team Up to Transform B2B Payments,Partnership,
Gartner Positions SAP in Leaders Quadrant for Data Integration Tools,Award,
SAP Offers Free Trials for Employee Communication and Customer Engagement Solutions,Partnership,
IBM and SAP to Offer New Co-Created Industry Solution for Retail and Consumer Packaged Goods Industries,Partnership,
SAP Institute for Digital Government Opens in Australia,Story,
SAP Makes Support Experience Even Smarter with Machine Learning and AI Enhancements,Partnership,
SAP Helps Barry Callebaut Realize Sustainable Cocoa Farming,Story,
SAP Scouting Solution Enables Sports Franchises to Draft Players More Efficiently,Solution,
Leading Companies Around the Globe Continue to Choose SAP Ariba and SAP Fieldglass Solutions for Intelligent Spend Management,Partnership,
Capgemini and SAP to Address Jointly the Digital Transformation Needs of Discrete Manufacturing Industries Through Their Partnership,Partnership,
SAP SuccessFactors Introduces the Klaus Tschira Human Resources Innovation Award,Award,
"The Sales Engagement Enigma: New Report from Harvard Business Review Analytic Services, Sponsored by SAP, Unveils How to Win Todayâ€™s Empowered Buyer",Solution,
SAP Business Suite Powered by SAP HANA Reinvents the Real-Time Enterprise,Solution,
"Microsoft and SAP Announce New Cloud, Data and Mobile Experiences",Partnership,
SAP Adds New Social Software Innovations: Web Conferencing and Brainstorming,Partnership,
"Accenture and SAP Extend Partnership to Help Companies Accelerate Sustainability Transformation, Drive New Sources of Value and Lead in the Circular Economy",Partnership,
ITP Aero Thrives with Digital Procurement Solutions from SAP,Story,
SAP Named a Leader in 2021 Gartner Magic Quadrant for Data Quality Solutions for the 15th Time in a Row,Award,
SAP Education Takes Learning to the Cloud,Story,
SAP Jam Delivers New Capabilities to Support HR Transformation,Story,
Leading Industry Analysts Report Cloud BI and Analytics Increase Business Revenue,Partnership,
SAP Integration Suite Recognized as a 2021 Gartner Peer Insights Customersâ€?Choice for Enterprise Integration Platform as a Service,Award,
SAP Annual General Shareholder Meeting Approves Dividend Increase,Financials,
"SAP Survey Reflects High Levels of Commitment to Governance, Risk and Compliance but More Investment Needed",Merger/Invest,
Lloydâ€™s Register Selects SAP for Major Global Business Transformation Program,Story,
SAP Hires New Chief Design Officer,People,
SAP XM Drives Transformation of Digital Advertising Market with Collaborations,Story,
SAP Named a Leader in Gartner 2014 Magic Quadrant for Integrated Marketing Management,Award,
SAP Grows Commitment to Sustainability by Planting a Tree for Every Online Purchase on SAP Store and SAP App Center,Partnership,
SAP and MolecularHealth Join Forces to Shape the Future of Personalized Cancer Treatment,Partnership,
SAP and Phizzle Unveil Bundled Solution for Automated Fan Engagement,Partnership,
SAP and the German Football Association Turn Big Data Into Smart Decisions to Improve Player Performance at the World Cup in Brazil,Partnership,
Gartner Inc. Positions SAP as a Leader in Magic Quadrant for Data Warehouse Database Management Systems,Award,
SAP America Receives Two Prestigious Diversity Awards,Award,
SAP Reports 16% Growth in Software and Software-Related Service Revenues for the Second Quarter,Financials,
Purdue University Drives Next-Generation Value with SAP and EPI-USE,Partnership,
SAP PartnerEdge Program Expands; SAP Cloud Solutions Offer Choice to Partners and Accelerate Customer Success,Partnership,
SAP Leads in the Database and Data Management Solutions Industry Based on Market Share Revenue Growth in Gartner Report,Award,
SAP Helps Red Hat Advance Contingent Workforce Management,Story,
SAP Establishes Global Managing Board to Lead Company,People,
Leading Global Companies Simplify Their HR with SAP,Story,
SAP and Microsoft Expand Partnership and Integrate Microsoft Teams Across Solutions,Partnership,
Newly Launched SAP Leonardo Innovation Services to Foster Digitalization,Partnership,
SAP Celebrates Winners of the 2018 SAP Innovation Awards,Award,
SAP To Address Top Technology Trends at Virtualization and Cloud Week,Partnership,
SAP Simplifies the Management of Information Driving the Digital Economy,Partnership,
Procurement Solutions from SAP Help Businesses Shift to New Normal,Story,
SAP Expands SAP Leonardo Machine Learning Foundation,Story,
Enhancement of Innovation Service Package for Industry 4.Now Accelerates Manufacturing and Business Transformations,Story,
SAP Activate Accelerates SAP S/4HANA Innovation Adoption,Story,
SAP Introduces Social Sabbatical Program to Foster Leadership Development,Award,
SAP Named Supply Chain Management Leader Based on Revenue,Award,
SAP to Acquire Business Process Intelligence Company Signavio,Story,
Atos and SAP Deepen Relationship to Bring Greater Levels of Agility to Businesses Around the World,Partnership,
New York Life Selects SAP to Transform Finance into Strategic Enabler for Insurance Business,Story,
SAP Co-Innovates Replenishment Planning Solution with Retailers,Partnership,
SAP S/4HANA Named a Leader in Independent Research Firmâ€™s Q3 2020 Evaluation of Digital Operations Platforms for Manufacturing Businesses,Financials,
"SAP Named a Leader in Governance, Risk and Compliance by Independent Research Firm",Award,
SAP Teams Up with Olympic Triathlon Gold Medalist and IRONMAN World Champion Jan Frodeno,Partnership,
SAP Announces Recipients of 2016 SAP Pinnacle Awards,Award,
SAP Hybris LIVE: Global Summit to Explore How a Galaxy of Data Can Advance the Customer Experience,Partnership,
SAP Increases Speed and Simplicity for Businesses Adopting SAP HANA,Story,
Essential Business Services from SAP Enhance Remote Working and Risk Management to Drive Business Continuity,Partnership,
SAP Takes Top Spot in Internationally Recognized CeFPro Fintech Leaders 2021 Report,Award,
Meteo Protectâ€™s Use of SAP HANA Earns 2016 SMA Innovation in Action Award,Award,
SAP Named a Leader in Gartner Magic Quadrant for Data Integration Tools for 10 Years in a Row,Award,
SAP Digital CRM Receives 2016 TMC Labs Innovation Award For Second Year In a Row,Award,
"SAP Launches 5 & 5 by â€?5 Initiative, Rallying Businesses to Spend More with Social Enterprises and Diverse Suppliers",Partnership,
"SAP Named a Leader in 2021 GartnerÂ® Magic Quadrantâ„?for Configure, Price and Quote Application Suites",Award,
SAP Recognized as a Leader in 2019 Magic Quadrant for Sales Force Automation,Award,
"Customers Choose SAP Analytics Cloud to Simplify Planning and Analysis, Improve Business Performance",Partnership,
SAP and Qualtrics Launch Concur Experience Optimizer,Partnership,
SAP and TSC Industry Studies Confirm Growing Importance of Customer Service and Field Service Management as Strategic Differentiators,Partnership,
Ariba Ranked Among Worldâ€™s Best Supply Chain Finance Providers,Award,
Accenture and SAP Chosen by CenterPoint Energy to Develop Asset Analytics Solution to Take Advantage of the Internet of Things,Partnership,
SAP Supervisory Board Extends Contract of Executive Board Member Stefan Ries,People,
"SAP Announces SAP.iO Foundry Demo Day in New York City, Featuring Women-Led Startups",Story,
SAP Transforms Digital Policing for the Slovak Republic,Story,
SAP and German Ice Hockey League to Redefine the Fan Experience With Powerful Analytics Technology,Partnership,
Alphamatic Simplifies Commerce Through Ariba,Story,
"New SAP Cloud Trust Center Delivers on Transparency, Security and Compliance in the Cloud",Partnership,
SAP to Release Second Quarter 2021 Results,Financials,
SAP Launches New Control Center Approach to Help Customers Innovate Better,Partnership,
SAP and GEA Announce Strategic Partnership,Partnership,
SAP Recognized by Gartner as a Leader in the Magic Quadrant for Data Quality Tools,Award,
Gartner Positions SAP SuccessFactors Solutions as a Leader in the Magic Quadrant for Talent Management Suites for Sixth Consecutive Year,Award,
SAP to Release Fourth Quarter and Year-End 2020 Results,Financials,
SAP and Badgley Mischka Introduce the Badgley Mischka Runway Mobile App by SAP for New York Fashion Week: The Shows,Partnership,
SAP to Integrate Healthcare in the Community Through Collaborative Care,Story,
Global Organizations Select SAP SuccessFactors Solutions to Maintain Competitive Advantage in Challenge to Attract Talent,Partnership,
Customers and Partners Fuel On-Demand Innovation from SAP,Partnership,
SAP and Esri Geo-Enable the Intelligent Enterprise,Partnership,
SAP Sponsorship to Provide Free Textbooks that Promote Simpler Software Design,Story,
SAP Announces Second Quarter and First Half 2015 Results,Financials,
"SAP Named a Leader in Gartner 2019 Magic Quadrant for Configure, Price and Quote Application Suites",Award,
SAP and IBM Collaborate to Serve Transportation and Logistics Industry,Partnership,
SAP Recognized as a Leader in Gartner Magic Quadrant for Manufacturing Execution Systems and Ranked #1 in ARC Advisory Group MES Market Research Study,Award,
Quote Sheet: SAP Digital Makes It Simple and Easy for Anyone to Benefit From SAP and Partner Offerings to â€œRun Live. Right Now.â€?Partnership,,
"SAP Pre-Announces First Quarter Results, Updates 2020 Outlook",Financials,
SAP Announces Best Ever Second Quarter Performance Significantly Outperforming Market Expectations By Exceeding â‚? Billion in Software Revenue,Financials,
SAP and EIU Study Reveals Lack of Data and Robust Analytics Missing Pieces in Risk Management Puzzle for Banks,Partnership,
New Professional Services from SAP to Help Customers Identify and Drive Continuous Business Innovation,Partnership,
Accenture and SAP Expand Global Alliance to Deliver Next-Generation Cloud-Based Solutions,Partnership,
"SAP Celebrates 1,000 Cloud HCM Customers Milestone in EMEA",Story,
SAP to Accelerate Innovation for Cloud and SAP HANA Through One Unified Development Organization,Partnership,
Latest Versions of SAP Transportation Management and SAP Extended Warehouse Management Now Available,Partnership,
Arvato Accelerates Digital Transformation with SAP Model Company for HR,Story,
New Technology Partnership: SAP and the Mercedes EQ Formula E Team Power Up for the Future,Partnership,
SAP Wins Prestigious Design Award Sponsored by Interaction Design Association,Award,
SAP Awards Advertising and Marketing Business to Omnicom Group,Award,
Research Shows Correlation Between Digital Transformation and Faster Growth Among Small and Midsize Enterprises,Partnership,
SAP Named a Leader in Gartner 2018 Magic Quadrant for Supply Chain Planning System of Record,Award,
SAP.iO Foundry Berlin Launches Industry 4.0 Startup Acceleration Program,Story,
Hitachi and SAP Expand Relationship With New Offerings and Deeper Alignment,Partnership,
"SAP Celebrates Two Million Projects and 250,000 Users of Snap! Visual Programming Language",Story,
Aasonn Transforms Global Financial Management Operations With Rapid Implementation of Cloud Solutions from SAP,Story,
"SAP Finalizes Investigation into Contracts with South Africaâ€™s Eskom, Transnet",Merger/Invest,
"SAP Opens New Mobility Design Center to Conceptualize, Design and Rapidly Build Mobile Solutions With Customers",Partnership,
Panasonic Drives Sustainability and Gains Efficiencies While Meeting Environmental Compliance With Recycling Management Solution from SAP,Story,
SAP.iO Fund Invests in Reference-Checking Startup Crosschq,Merger/Invest,
SAP Provides Update on Ongoing Investigation into Its South Africa Business,Merger/Invest,
New Courses on openSAP Help Users Navigate SAP S/4HANA and Digital Transformation Journeys,Story,
SAP Supervisory Board Proposes Increased Dividend of â‚?.50 per Share,Financials,
SAP Announces 2020 Recipients of Regional Awards for Partner Excellence,Award,
SAP Unveils SAP HANA Platform Innovations for Big Data and Spatial Processing,Partnership,
SAP Announces Preliminary Fourth Quarter and Full Year 2016 Results,Financials,
